,Oznaka,Ime_podjetja,Cena,Sprememba_cene,Sprememba_v_odstotkih,PE_razmerje,Stevilo_delnic,Sprememba_do_danes
866,RGEN,REPLIGEN CORP,96.41,1.28,1.35,192.8,0.0034130000000000002,4.23
867,RFP,RESOLUTE FOREST PRODUCT,4.03,-0.04,-0.98,6.3,0.002696,-4.05
868,RECN,RESOURCES CONNECTION,16.24,-0.265,-1.61,15.9,0.002146,-0.58
869,ROIC,RETAIL OPPORTUNITY INVT,16.76,-0.22,-1.3,38.1,0.014,-5.1
870,REV,REVLON INC,20.83,0.26,1.26,0.0,0.000337,-2.75
871,REX,REX AMERICAN RESOURCES,78.3,1.05,1.36,118.6,0.000516,-4.47
872,RXN,REXNORD CORP NEW,32.73,0.16,0.49,19.6,0.006498,0.34
873,RELL,RICHARDSON ELECTRONICS,5.65,-0.53,-8.64,0.0,0.0018449999999999999,0.36
874,RIGL,RIGEL PHARMACEUTICALS,2.16,0.0,0.0,0.0,0.009235,0.93
875,RNET,RIGNET INC,6.02,-0.18,-2.9,0.0,0.00044800000000000005,-8.79
876,RAD,RITE AID CORP,12.69,-0.46,-3.5,0.0,0.071,-17.97
877,RLI,RLI CORP,90.62,1.22,1.36,35.0,0.0012980000000000003,0.67
878,RLJ,RLJ LODGING TR,16.57,-0.26,-1.54,30.1,0.019,-6.49
879,RRTS,ROADRUNNER TRNSN SVCS,8.1,-0.03,-0.37,0.0,0.00014199999999999998,-12.05
880,RMTI,ROCKWELL MEDICAL INC,2.32,0.02,0.87,0.0,0.000995,-4.92
881,ROG,ROGERS CORP,134.08,3.35,2.56,24.9,0.001925,7.5
882,ROSE,ROSETTA RESOURCES INC,1.2,-0.17,-12.41,0.3,0.001092,-6.25
883,RST,ROSETTA STONE INC,18.35,-0.4,-2.13,0.0,0.000663,1.16
884,RTIX,RTI BIOLOGICS INC,2.62,-0.03,-1.13,0.0,0.000789,-4.38
885,RBCN,RUBICON TECHNOLOGY INC,8.56,0.0383,0.45,0.0,5.9999999999999995e-05,2.88
886,RUTH,RUTH'S HOSPITALITY GROUP,22.06,-0.14,-0.63,15.4,0.0017219999999999998,1.36
887,RHP,RYMAN HOSPITALITY PPTYS,84.42,-0.18,-0.21,16.8,0.0035,-2.58
888,STBA,S & T BANCORP INC,40.28,-0.035,-0.09,13.5,0.001381,-0.01
889,SYBT,S Y BANCORP INC,40.75,0.015,0.04,14.6,0.00028199999999999997,-0.75
890,SBRA,SABRA HEALTH CARE REIT,21.23,-0.01,-0.05,424.6,0.01,-0.52
891,SFE,SAFEGUARD SCIENTIFICS,10.78,0.1,0.94,5.8,0.00043099999999999996,-1.82
892,SAFT,SAFETY INSURANCE GRP IN,93.93,-0.08,-0.09,16.1,0.000667,1.51
893,SAIA,SAIA INC,91.31,2.16,2.42,20.5,0.0045780000000000005,-1.94
894,SALM,SALEM COMMUNICATIONS,1.56,-0.17,-9.83,0.0,0.001537,8.33
895,SAFM,SANDERSON FARMS INC,168.7,-3.22,-1.87,70.0,0.003496,-4.27
896,SASR,SANDY SPRING BANCORP,37.59,0.085,0.23,11.9,0.002251,-0.78
897,JBSS,SANFILIPPO JOHN B & SON,88.83,0.07,0.08,22.3,0.001382,-2.68
898,SGMO,SANGAMO BIOSCIENCES INC,8.49,0.155,1.86,0.0,0.012,1.49
899,SANM,SANMINA CORPORATION,34.06,-0.06,-0.18,17.3,0.002672,-0.53
900,SPNS,SAPIENS INTL CORP N V,25.39,0.38,1.52,57.7,0.0006540000000000001,10.39
901,SRPT,SAREPTA THERAPEUTICS IN,131.64,1.61,1.24,0.0,0.007802,2.01
902,BFS,SAUL CENTERS INC,51.94,-0.5,-0.95,30.4,0.0006459999999999999,-1.59
903,SCSC,SCANSOURCE INC,35.94,-0.07,-0.19,16.9,0.000705,-2.73
904,SCHN,SCHNITZER STEEL INDS,21.11,-0.56,-2.58,10.5,0.004451,-2.63
905,SCHL,SCHOLASTIC CORP,37.09,-0.45,-1.2,75.7,0.001454,-3.54
906,SWM,SCHWEITZER-MAUDUIT INTL,37.61,-0.85,-2.21,16.0,0.002144,-10.43
907,SGMS,SCIENTIFIC GAMES CORP,28.28,-0.7,-2.42,21.1,0.004375,5.6
908,STNG,SCORPIO TANKERS INC,38.38,1.54,4.18,0.0,0.015,-2.44
909,SEB,SEABOARD CORP,,19.37,0.46,272.6,3.3099999999999996e-06,-1.25
910,SEAC,SEACHANGE INTERNATIONAL,3.88,-0.08,-2.02,0.0,0.003926,-7.4
911,SBCF,SEACOAST BANKING CORP F,30.45,0.38,1.26,18.0,0.002845,-0.39
912,CKH,SEACOR HOLDINGS INC,42.03,-0.09,-0.21,32.8,0.000662,-2.6
913,SEM,SELECT MEDICAL HOLDINGS,23.08,0.12,0.52,22.2,0.007031999999999999,-1.11
914,SIGI,SELECTIVE INSURANCE GRP,66.85,0.7,1.06,17.0,0.001668,2.55
915,SMTC,SEMTECH CORP,53.16,0.215,0.41,72.8,0.0038729999999999997,0.49
916,SXT,SENSIENT TECHNOLOGIES,63.05,-0.32,-0.5,20.2,0.002029,-4.6
917,SREV,SERVICESOURCE INTL LLC,1.7,0.01,0.59,0.0,0.001019,1.8
918,SHEN,SHENANDOAH TELECOMM CO,43.12,0.96,2.28,38.2,0.003942,3.63
919,SHLO,SHILOH INDUSTRIES INC,3.26,-0.09,-2.69,0.0,0.000741,-8.43
920,SFL,SHIP FINANCE INTL,14.76,0.36,2.5,17.2,0.007134000000000001,1.51
921,SCVL,SHOE CARNIVAL INC,37.52,0.21,0.56,13.7,0.002303,0.63
922,SSTK,SHUTTERSTOCK INC,43.19,-0.2,-0.46,50.2,0.001011,0.72
923,BSRR,SIERRA BANCORP,28.26,-0.25,-0.88,12.6,0.000194,-2.95
924,SIGA,SIGA TECHNOLOGIES INC,5.09,-0.05,-0.97,9.1,0.00187,6.71
925,SFNC,SIMMONS FIRST NATIONAL,26.42,0.03,0.11,10.4,0.005453,-1.4
926,SSD,SIMPSON MANUFACTURING,81.67,-0.01,-0.01,30.9,0.0015609999999999999,1.79
927,SBGI,SINCLAIR BROADCAST GROU,31.21,-0.67,-2.1,14.9,0.009948,-6.39
928,SJW,SJW CORP,68.59,0.49,0.72,49.7,0.0018059999999999999,-3.48
929,SKX,SKECHERS U S A INC,42.83,0.11,0.26,19.8,0.013,-0.83
930,SKYW,SKYWEST INC,64.68,0.47,0.73,10.0,0.001838,0.08
931,SLRC,SOLAR CAPITAL LTD,20.7,0.03,0.15,13.0,0.000989,0.39
932,SUNS,SOLAR SENIOR CAP LTD,17.71,0.03,0.17,19.7,0.000466,0.62
933,SAH,SONIC AUTOMOTIVE INC,29.1,-0.59,-1.99,10.5,0.0029519999999999998,-6.13
934,SJI,SOUTH JERSEY INDUSTRIES,30.92,-0.25,-0.8,32.2,0.006227,-6.25
935,SBSI,SOUTHSIDE BANCSHARES IN,36.96,-0.02,-0.05,16.9,0.0006490000000000002,-0.48
936,SWX,SOUTHWEST GAS CORP,75.42,0.3,0.4,20.8,0.002837,-0.72
937,LOV,SPARK NETWORKS INC,4.53,-0.06,-1.31,0.0,0.001547,0.0
938,SPAR,SPARTAN MOTORS INC,17.62,0.13,0.74,36.0,0.003094,-2.54
939,SPTN,SPARTAN STORES INC,13.35,-0.28,-2.05,0.0,0.001911,-6.25
940,SPB,SPECTRUM BRANDS HOLDING,62.8,-0.37,-0.59,0.0,0.004025,-2.32
941,SPPI,SPECTRUM PHARMACEUTICAL,3.26,-0.02,-0.61,0.0,0.029,-10.44
942,SRC,SPIRIT RLTY CAP INC,49.06,-0.22,-0.45,20.0,0.012,-0.24
943,SPSC,SPS COMM INC,56.22,0.12,0.21,63.9,0.001206,1.44
944,SSNC,SS&C TECHNOLOGIES HLDGS,63.14,1.08,1.74,46.8,0.014,2.83
945,STAA,STAAR SURGICAL CO,35.41,0.6,1.72,196.7,0.002369,0.68
946,STAG,STAG INDL INC,31.5,0.01,0.03,49.2,0.006681,-0.22
947,SSI,STAGE STORES INC,8.13,-0.5,-5.79,0.0,0.015,0.12
948,STMP,STAMPS COM INC,82.14,-0.52,-0.63,18.3,0.0022600000000000003,-1.65
949,SMP,STANDARD MOTOR PRODUCTS,52.88,-0.69,-1.29,17.6,0.000698,-0.64
950,SXI,STANDEX INTERNATIONAL,77.24,-0.5,-0.64,21.3,0.000459,-2.66
951,STFC,STATE AUTO FINANCIAL,30.77,0.03,0.1,45.3,0.00033,-0.81
952,SCS,STEELCASE INC,19.49,-0.52,-2.6,15.1,0.009498000000000001,-4.74
953,SMRT,STEIN MART INC,0.67,0.0002,0.03,0.0,0.001356,0.63
954,SCM,STELLUS CAP INVT CORP,14.38,-0.02,-0.14,9.5,0.0009339999999999999,1.05
955,STML,STEMLINE THERAPEUTICS,10.25,-0.18,-1.73,0.0,0.0023870000000000002,-3.57
956,SCL,STEPAN CO,101.74,-1.34,-1.3,22.3,0.0012029999999999999,-0.68
957,STE,STERIS CORP,151.78,0.83,0.55,38.6,0.006441,-0.42
958,STL,STERLING BANCORP,20.8,0.15,0.73,10.3,0.011,-1.33
959,STRL,STERLING CONSTRUCTION C,14.13,-0.22,-1.53,16.2,0.000659,0.36
960,STSA,STERLING FINL CORP WASH,18.75,0.06,0.32,0.0,0.001295,-4.73
961,STC,STEWART INFORMATION,40.72,-0.03,-0.07,10.7,0.001057,-0.17
962,SRI,STONERIDGE INC,29.8,0.0,0.0,12.5,0.002782,1.64
963,STRA,STRAYER EDUCATION INC,159.52,1.21,0.76,37.5,0.0006389999999999999,0.39
964,RGR,STURM RUGER & CO INC,48.73,-0.47,-0.96,23.7,0.0016989999999999998,3.61
965,INN,SUMMIT HOTEL PROPER,11.89,-0.06,-0.5,19.2,0.018,-3.65
966,SUI,SUN COMMUNITIES INC,147.91,-0.06,-0.04,93.0,0.006764,-1.46
967,SXC,SUNCOKE ENERGY INC,6.16,-0.21,-3.3,0.0,0.006520999999999999,-1.12
968,SNSS,SUNESIS PHARMACEUTICALS,0.4,0.0076,1.94,0.0,0.015,18.39
969,SPWR,SUNPOWER CORP,7.89,0.215,2.8,0.0,0.024,1.15
970,SHO,SUNSTONE HOTEL INVS INC,13.17,-0.21,-1.57,19.4,0.038,-5.39
971,SUP,SUPERIOR INDUSTRIES INT,3.37,-0.04,-1.17,0.0,0.001952,-8.67
972,SUPN,SUPERNUS PHARMACEUTICAL,23.65,-0.065,-0.27,12.1,0.002669,-0.32
973,SPRT,SUPPORT.COM INC,1.38,0.11,8.66,6.3,0.003141,26.61
974,SRDX,SURMODICS INC,40.66,0.0,0.0,73.9,0.000599,-1.86
975,SFY,SWIFT ENERGY CO,11.41,0.081,0.71,,0.000321,1.6
976,SYKE,SYKES ENTERPRISES INC,35.83,0.275,0.77,26.0,0.002565,-3.15
977,SYNA,SYNAPTICS INC,68.98,-0.4,-0.58,0.0,0.006455,4.88
978,SNCR,SYNCHRONOSS TECHNOLOGY,5.87,-0.08,-1.34,0.0,0.0027660000000000002,23.58
979,SNX,SYNNEX CORP,128.84,1.89,1.49,14.5,0.00589,0.03
980,SYX,SYSTEMAX INC,24.96,-0.07,-0.28,18.5,0.000312,-0.79
981,TTWO,TAKE-TWO INTERACTIVE,128.02,0.2,0.16,41.3,0.008043000000000002,4.57
982,TAL,TAL INTERNATIONAL GROUP,53.61,1.94,3.75,160.8,0.032,11.22
983,TRGP,TARGA RESOURCES INC,40.36,0.77,1.94,0.0,0.025,-1.15
984,TCPC,TCP CAP CORP,14.06,-0.02,-0.14,27.0,0.002691,0.07
985,TISI,TEAM INC,15.3,-0.33,-2.11,0.0,0.001271,-4.2
986,TTGT,TECHTARGET INC,25.02,-0.35,-1.38,46.3,0.00132,-4.14
987,TNK,TEEKAY TANKERS LTD,24.87,1.2,5.07,0.0,0.009997,3.75
988,TRC,TEJON RANCH CO,15.86,-0.11,-0.69,396.5,0.000678,-0.75
989,TDY,TELEDYNE TECHNOLOGIES,366.1,4.55,1.26,36.2,0.001865,5.64
990,TNAV,TELENAV INC,4.48,0.07,1.59,0.0,0.002716,-7.82
991,TTEC,TELETECH HOLDINGS INC,40.77,1.01,2.54,27.4,0.0012720000000000001,2.9
992,TNC,TENNANT CO,80.24,0.8,1.01,34.8,0.000681,2.98
993,TEN,TENNECO INC,10.26,-0.79,-7.15,0.0,0.039,-21.68
994,TRNO,TERRENO REALTY CORP,54.42,0.2,0.37,53.9,0.0022329999999999997,0.52
995,TBNK,TERRITORIAL BANCORP INC,30.26,-0.18,-0.59,13.2,0.000121,-2.2
996,TESS,TESSCO TECHNOLOGIES INC,10.86,0.06,0.56,120.7,0.000478,-3.21
997,TTEK,TETRA TECH INC,87.26,0.94,1.09,30.7,0.001709,1.28
998,TTI,TETRA TECHNOLOGIES INC,1.73,-0.07,-3.89,0.0,0.0071530000000000005,-11.73
999,TTPH,TETRAPHASE PHARMA INC,2.75,-0.01,-0.36,0.0,0.000505,-2.14
1000,TCBI,TEXAS CAPITAL BANCSHARE,57.3,0.465,0.82,9.3,0.004803,0.93
1001,TXRH,TEXAS ROADHOUSE INC,55.85,0.05,0.09,24.6,0.009902,-0.83
1002,TGH,TEXTAINER GROUP HLDGS,10.69,-0.05,-0.47,15.3,0.001458,-0.19
1003,TGTX,TG THERAPEUTICS INC,13.03,0.85,6.98,0.0,0.029,17.39
1004,THR,THERMON GROUP HLDGS INC,26.53,0.04,0.15,35.4,0.000989,-1.01
1005,TCRD,THL CR INC,6.38,0.02,0.31,0.0,0.00066,1.11
1006,THOR,THORATEC CORP,69.48,-0.43,-0.62,0.0,0.002529,-0.59
1007,TLYS,TILLYS INC,11.97,-0.09,-0.75,14.3,0.0033659999999999996,-2.29
1008,TWI,TITAN INTERNATIONAL INC,3.87,-0.08,-2.03,0.0,0.0032170000000000002,6.91
1009,TITN,TITAN MACHINERY INC,14.22,-0.23,-1.59,28.4,0.001083,-3.79
1010,TIVO,TIVO INC,8.18,-0.04,-0.49,0.0,0.011,-3.54
1011,TMP,TOMPKINS FINANCIAL CORP,91.15,-0.06,-0.07,17.5,0.00035099999999999997,-0.38
1012,TRNX,TORNIER N V,1.07,-0.09,-7.76,0.1,0.021,17.95
1013,CLUB,TOWN SPORTS INTL,2.52,-0.02,-0.79,0.0,0.0016829999999999998,47.37
1014,TOWN,TOWNEBANK PORTSMOUTH VA,27.81,0.155,0.56,14.3,0.001059,-0.05
1015,TWMC,TRANS WORLD ENTMT CORP,2.24,-0.21,-8.57,0.0,0.00011899999999999999,11.44
1016,TZOO,TRAVELZOO INC,10.8,-0.14,-1.28,21.2,0.0005009999999999999,0.93
1017,TREE,TREE.COM INC,305.64,1.32,0.43,112.4,0.001013,0.73
1018,THS,TREEHOUSE FOODS INC,46.44,-0.21,-0.45,0.0,0.002496,-4.25
1019,TREX,TREX INC,96.92,2.53,2.68,42.3,0.0050799999999999994,7.83
1020,TPH,TRI POINTE HOMES INC,15.71,-0.04,-0.25,12.0,0.016,0.83
1021,TCBK,TRICO BANCSHARES,39.78,-0.25,-0.62,13.1,0.0004,-2.52
1022,TRS,TRIMAS CORP,31.28,-0.06,-0.19,18.6,0.001016,-0.41
1023,GTS,TRIPLE-S MANAGEMENT COR,17.65,-1.17,-6.22,5.7,0.0049,-4.54
1024,TSC,TRISTATE CAP HLDGS INC,25.64,-0.055,-0.21,13.2,0.00042,-1.86
1025,TBI,TRUEBLUE INC,23.11,-0.13,-0.56,13.2,0.001802,-3.95
1026,TRST,TRUSTCO BANK CORP NY,8.5,0.01,0.12,13.7,0.001741,-1.96
1027,TRMK,TRUSTMARK CORP,33.89,-0.085,-0.25,14.5,0.0012699999999999999,-1.81
1028,TTMI,TTM TECHNOLOGIES INC,15.02,0.04,0.27,27.3,0.0049700000000000005,-0.2
1029,TUES,TUESDAY MORNING CORP,1.77,-0.035,-1.94,0.0,0.000297,-4.59
1030,TPC,TUTOR PERINI CORP,12.04,0.04,0.33,0.0,0.004386999999999999,-6.38
1031,TWIN,TWIN DISC INC,11.4,-0.02,-0.18,103.6,0.000389,3.45
1032,TYL,TYLER TECHNOLOGIES INC,311.39,0.4,0.13,94.4,0.003346,3.79
1033,USCR,U S CONCRETE INC,41.38,0.18,0.44,52.4,0.001755,-0.67
1034,USPH,U S PHYSICAL THERAPY IN,113.56,-0.95,-0.83,48.7,0.0006929999999999999,-0.69
1035,SLCA,U S SILICA HLDGS INC,5.73,-0.04,-0.69,0.0,0.012,-6.83
1036,UFPT,UFP TECHNOLOGIES INC,47.9,-0.45,-0.93,19.5,0.000304,-3.45
1037,UCTT,ULTRA CLEAN HOLDINGS IN,22.31,-0.01,-0.04,0.0,0.0033640000000000002,-4.94
1038,UMBF,UMB FINANCIAL CORP,67.68,0.54,0.8,16.3,0.001097,-1.4
1039,UMH,UMH PROPERTIES INC,15.76,0.25,1.61,0.0,0.001745,0.19
1040,UMPQ,UMPQUA HOLDINGS CORP,18.07,0.05,0.28,11.4,0.012,2.09
1041,UFI,UNIFI INC,24.97,-0.42,-1.65,108.6,0.000872,-1.15
1042,UNF,UNIFIRST CORP MASS,207.53,-8.7,-4.02,22.2,0.001429,2.75
1043,UIS,UNISYS CORP,11.92,0.16,1.36,41.1,0.003317,0.51
1044,UBSI,UNITED BANKSHARES INC,37.51,-0.1,-0.27,14.7,0.00283,-2.97
1045,UCFC,UNITED CMNTY FINL CO,11.51,0.05,0.44,14.4,0.00042300000000000004,-1.29
1046,UCBI,UNITED COMMUNITY BANKS,30.36,0.11,0.36,13.4,0.004834000000000001,-1.68
1047,UFCS,UNITED FIRE GROUP INC,44.06,0.09,0.2,129.6,0.000417,0.75
1048,USLM,UNITED STATES LIME & MI,90.17,-0.03,-0.03,20.0,2.7000000000000002e-05,-0.14
1049,UTL,UNITIL CORP,60.61,0.03,0.05,20.6,0.001003,-1.96
1050,UVV,UNIVERSAL CORP,57.38,1.1,1.93,16.4,0.0019079999999999998,0.56
1051,OLED,UNIVERSAL DISPLAY CORP,218.05,3.62,1.69,78.7,0.0058460000000000005,5.81
1052,UEIC,UNIVERSAL ELECTRONICS,50.84,-0.25,-0.49,0.0,0.000772,-2.72
1053,UFPI,UNIVERSAL FOREST PRODS,48.07,0.62,1.31,17.2,0.003863,0.78
1054,UHT,UNIVERSAL HEALTH REALTY,114.78,-0.06,-0.05,90.5,0.00029,-2.2
1055,UVE,UNIVERSAL INSURANCE,26.34,0.19,0.73,10.0,0.004611,-5.89
1056,USAP,UNIVERSAL STAINLESS & A,14.5,-0.29,-1.96,29.0,0.000183,-2.68
1057,UTI,UNIVERSAL TECHNICAL INS,7.52,0.07,0.94,0.0,0.0009480000000000001,-2.46
1058,UVSP,UNIVEST CORP OF PENN,26.56,0.01,0.04,11.4,0.0007639999999999999,-0.82
1059,URG,UR ENERGY INC,0.55,-0.0096,-1.71,0.0,0.003307,-6.46
1060,UEC,URANIUM ENERGY CORP,0.9,-0.0109,-1.19,0.0,0.0038350000000000003,-1.71
1061,UBA,URSTADT BIDDLE PPTYS IN,24.11,-0.17,-0.7,37.7,0.000936,-2.94
1062,ECOL,US ECOLOGY INC,55.73,-0.33,-0.59,24.3,0.0016460000000000001,-3.76
1063,USNA,USANA HEALTH SCIENCES,81.54,0.09,0.11,18.8,0.0009480000000000001,3.81
1064,UTMD,UTAH MED PRODS INC,102.59,-0.1,-0.1,27.9,0.000101,-4.92
1065,EGY,VAALCO ENERGY INC,2.54,0.22,9.48,25.4,0.00485,14.41
1066,MTN,VAIL RESORTS INC,253.06,4.32,1.74,34.5,0.006843000000000001,5.52
1067,VNDA,VANDA PHARMACEUTICALS,16.25,-0.55,-3.27,7.3,0.0037090000000000005,-1.01
1068,VGR,VECTOR GROUP LTD,13.54,0.19,1.42,19.6,0.007026999999999999,1.12
1069,VECO,VEECO INSTRUMENTS INC,14.75,-0.13,-0.87,0.0,0.0032259999999999997,0.44
1070,VRA,VERA BRADLEY INC,11.25,-0.185,-1.62,32.1,0.0026260000000000003,-4.7
1071,VSTM,VERASTEM INC,1.8,0.08,4.65,0.0,0.106,34.33
1072,VRNT,VERINT SYS INC,57.68,0.6,1.05,75.9,0.0022559999999999998,4.19
1073,VVI,VIAD CORP,65.82,-0.63,-0.95,56.7,0.000915,-2.49
1074,VSAT,VIASAT INC,70.58,0.3,0.43,0.0,0.003878,-3.57
1075,VICR,VICOR CORP,51.43,0.15,0.29,107.1,0.002202,10.08
1076,VHC,VIRNETX HOLDING CORP,4.06,-0.05,-1.22,0.0,0.002663,6.84
1077,VRTS,VIRTUS INVESTMENT PTNRS,124.7,0.6,0.48,13.8,0.000644,2.45
1078,VRTU,VIRTUSA CORP,41.25,-0.31,-0.75,43.0,0.002786,-9.0
1079,VPG,VISHAY PRECISION GROUP,33.48,0.26,0.78,20.9,0.000339,-1.53
1080,VVUS,VIVUS INC,2.81,-0.01,-0.35,0.0,0.00032599999999999996,3.31
1081,VCRA,VOCERA COMMUNICATIONS,20.55,-0.87,-4.06,0.0,0.003282,-1.01
1082,VOXX,VOXX INTERNATIONAL CORP,4.79,0.14,3.01,0.0,0.000727,9.36
1083,VSEC,VSE CORP,35.97,-0.85,-2.31,11.0,0.000132,-5.44
1084,WTI,W&T OFFSHORE INC,5.29,-0.08,-1.49,3.8,0.038,-4.86
1085,WNC,WABASH NATIONAL CORP,14.21,-0.13,-0.91,9.5,0.00324,-3.27
1086,WRE,WASHINGTON REAL ESTATE,29.36,-0.12,-0.41,325.9,0.003053,0.62
1087,WASH,WASHINGTON TRUST BANCOR,52.6,-0.27,-0.51,13.0,0.00035299999999999996,-2.21
1088,WSBF,WATERSTONE FINANCIAL IN,18.44,-0.21,-1.13,14.9,0.000459,-3.1
1089,WSO,WATSCO INC,175.8,0.7,0.4,26.6,0.001756,-2.41
1090,WTS,WATTS WATER TECH INC,99.05,0.16,0.16,25.7,0.0010949999999999998,-0.71
1091,WPP,WAUSAU PAPER CORP,69.29,-0.86,-1.23,19.0,0.0010539999999999998,-1.42
1092,WDFC,WD-40 CO,191.81,2.05,1.08,47.7,0.001443,-1.2
1093,WBS,WEBSTER FINANCIAL CORP,53.6,0.45,0.85,12.9,0.0027140000000000003,0.45
1094,WMK,WEIS MARKETS INC,40.71,0.0,0.0,17.5,0.0009390000000000001,0.54
1095,WCG,WELLCARE GROUP INC,335.18,-0.54,-0.16,27.2,0.002821,1.51
1096,WERN,WERNER ENTERPRISES INC,36.51,0.54,1.5,14.9,0.003471,0.33
1097,WSBC,WESBANCO INC,36.58,-0.08,-0.22,12.0,0.001155,-3.2
1098,WTBA,WEST BANCORPORATION INC,24.89,-0.21,-0.84,14.5,9.2e-05,-2.89
1099,WST,WEST PHARMACEUTICAL SVC,151.46,1.68,1.12,49.7,0.007266,0.75
1100,WABC,WESTAMERICA BANCORP,67.06,0.48,0.72,23.0,0.0014939999999999999,-1.05
1101,WSTL,WESTELL TECHNOLOGIES IN,1.07,0.0653,6.53,0.0,0.00063,19.01
1102,WAL,WESTERN ALLIANCE BANCOR,57.59,0.18,0.31,12.2,0.0070290000000000005,1.04
1103,WMC,WESTERN ASSET MTG CAP,10.29,-0.01,-0.1,14.5,0.0019100000000000002,-0.39
1104,WHG,WESTWOOD HOLDINGS GROUP,29.22,0.09,0.31,28.1,0.000268,-1.35
1105,WEX,WEX INC,217.46,4.35,2.04,145.0,0.0019190000000000001,3.82
1106,WEYS,WEYCO GROUP INC,24.12,-0.05,-0.21,11.3,9.2e-05,-8.81
1107,WHF,WHITEHORSE FINANCE INC,13.67,-0.17,-1.23,10.4,0.001284,-0.22
1108,WSR,WHITESTONE REIT,13.18,-0.11,-0.83,34.7,0.00256,-3.23
1109,WLH,WILLIAM LYON HOMES,21.1,-0.13,-0.61,13.3,0.002034,5.61
1110,WINA,WINMARK CORP,204.29,-0.7,-0.34,26.9,0.00011100000000000001,3.02
1111,WGO,WINNEBAGO INDUSTRIES IN,52.15,0.44,0.85,16.0,0.0044009999999999995,-1.57
1112,WTFC,WINTRUST FINANCIAL CORP,70.26,-0.04,-0.06,11.8,0.00244,-0.9
1113,WETF,WISDOMTREE INVTS INC,4.29,-0.1,-2.28,429.0,0.02,-11.36
1114,WMS,WMS INDUSTRIES INC,40.25,0.14,0.35,0.0,0.0033539999999999998,3.63
1115,WWW,WOLVERINE WORLD WIDE,33.53,0.14,0.42,18.2,0.0025570000000000002,-0.62
1116,WWD,WOODWARD INC,122.22,0.96,0.79,30.4,0.003327,3.19
1117,WRLD,WORLD ACCEPTANCE CORP,87.12,0.08,0.09,13.9,0.000434,0.83
1118,WWE,WORLD WRESTLING ENTMNT,63.67,0.84,1.34,115.8,0.024,-1.85
1119,WOR,WORTHINGTON INDUSTRIES,40.28,-0.59,-1.44,25.0,0.003467,-4.5
1120,WMGI,WRIGHT MEDICAL GROUP IN,30.37,-0.03,-0.1,0.0,0.017,-0.36
1121,WSFS,WSFS FINANCIAL CORP,42.74,-0.07,-0.16,14.0,0.002322,-2.84
1122,XOMA,XOMA CORPORATION,25.2,-1.08,-4.11,0.0,0.0008699999999999999,-7.69
1123,XPO,XPO LOGISTICS INC,78.72,0.55,0.7,24.2,0.0051,-1.23
1124,YELP,YELP INC,35.16,-0.38,-1.07,53.3,0.006336,0.95
1125,YORW,YORK WATER COMPANY,44.41,0.25,0.57,39.0,0.000442,-3.69
1126,YRCW,YRC WORLDWIDE INC,2.3,-0.11,-4.56,0.0,0.018,-9.8
1127,ZAGG,ZAGG INC,7.71,-0.28,-3.5,59.3,0.00448,-4.93
1128,ZIOP,ZIOPHARM ONCOLOGY INC,4.55,-0.04,-0.87,6.1,0.01,-3.6
1129,ZIXI,ZIX CORP,7.73,0.215,2.86,0.0,0.008201,13.94
1130,ZGNX,ZOGENIX INC,52.7,0.68,1.31,0.0,0.003285,1.09
1131,ZUMZ,ZUMIEZ INC,33.97,-0.51,-1.49,14.7,0.0039369999999999995,-1.66
